8.991207048168501e-7	0.24659332467965805
9.18543175832858e-7	0.26782111213956755
9.379656468488658e-7	0.48474433794999505
9.573881178648735e-7	0.7957337780080435
9.768105888808814e-7	0.9799763827783742
9.962330598968891e-7	1.0704458624023245
1.015655530912897e-6	1.1160512942953245
1.0350780019289048e-6	1.1673074946962594
1.0545004729449125e-6	1.2191301989344743
1.0739229439609205e-6	1.270651912233126
1.0933454149769282e-6	1.3049153504467175
1.112767885992936e-6	1.2984763947402795
1.1321903570089438e-6	1.2870316906181636
1.1516128280249515e-6	1.286270316187665
1.1710352990409595e-6	1.2727224898313712
1.1904577700569672e-6	1.2617570386350467
1.2098802410729751e-6	1.2623032815355428
1.2293027120889828e-6	1.27139061960693
1.2487251831049908e-6	1.280605041471804
1.2681476541209985e-6	1.292356931638814
1.2875701251370062e-6	1.3050210405445755
1.3069925961530141e-6	1.3000166612984798
1.3264150671690219e-6	1.2702990779180103
1.3458375381850298e-6	1.2068273776281977
1.3652600092010375e-6	1.1094281862624142
1.3846824802170452e-6	1.038587297988975
1.4041049512330532e-6	1.037037953483764
1.4235274222490609e-6	1.070661786800494
1.4429498932650688e-6	1.094778102565135
1.4623723642810765e-6	1.1104572488710966
1.4817948352970843e-6	1.1165404597966853
1.5012173063130922e-6	1.1120331507124397
1.5206397773291e-6	1.1001026172510702
1.5400622483451078e-6	1.0832277527485838
1.5594847193611156e-6	1.0616462301446252
1.5789071903771233e-6	1.032524672472501
1.5983296613931312e-6	0.9904612263160921
1.617752132409139e-6	0.9307475252304566
1.6371746034251469e-6	0.8355415108004786
1.6565970744411546e-6	0.6767651921552598
1.6760195454571623e-6	0.4667242625831107
1.6954420164731702e-6	0.27716893379096696
1.714864487489178e-6	0.17548224007367855
1.7342869585051859e-6	0.16163463973342646
